busID,voltage,phaseAngle,timestamp
B9,1.01,0.5,1754684866.3733196
B10,0.99,0.2,1754684866.3733425
B17,0.98,-6.1,1754684866.3733559
B20,0.99,0.2,1754684866.3733673
B21,1.02,-5.3,1754684866.3733776
B22,0.98,-6.1,1754684866.373388
B6,1.02,-5.3,1754684868.3759923
B9,1.01,0.5,1754684868.3806577
B10,0.99,0.2,1754684868.3807309
B17,0.98,-6.1,1754684868.3807461
B20,0.99,0.2,1754684868.380759
B21,1.02,-5.3,1754684868.38077
B22,0.98,-6.1,1754684868.3807812
B6,1.02,-5.3,1754684870.3909342
B9,1.01,0.5,1754684870.3910992
B10,0.99,0.2,1754684870.391122
B17,0.98,-6.1,1754684870.3911357
B20,0.99,0.2,1754684870.391148
B21,1.02,-5.3,1754684870.3911586
B22,0.98,-6.1,1754684870.3911693
B6,1.02,-5.3,1754684872.4992602
B9,1.01,0.5,1754684872.4997365
B10,0.99,0.2,1754684872.5044043
B17,0.98,-6.1,1754684872.5044541
B20,0.99,0.2,1754684872.5044684
B21,1.02,-5.3,1754684872.50448
B22,0.98,-6.1,1754684872.5044909
B6,1.02,-5.3,1754684874.5107648
B9,1.01,0.5,1754684874.538907
B10,0.99,0.2,1754684874.5408843
B17,0.98,-6.1,1754684874.5409353
B20,0.99,0.2,1754684874.5435524
B21,1.02,-5.3,1754684874.5435865
B22,0.98,-6.1,1754684874.5436008
B6,1.02,-5.3,1754684876.5555325
B9,1.01,0.5,1754684876.5574877
B10,0.99,0.2,1754684876.5575237
B17,0.98,-6.1,1754684876.5575385
B20,0.99,0.2,1754684876.5575504
B21,1.02,-5.3,1754684876.5575612
B22,0.98,-6.1,1754684876.5575716
B6,1.02,-5.3,1754684878.5723937
B9,1.01,0.5,1754684878.5727613
B10,0.99,0.2,1754684878.5727994
B17,0.98,-6.1,1754684878.5728154
B20,0.99,0.2,1754684878.5728288
B21,1.02,-5.3,1754684878.5728397
B22,0.98,-6.1,1754684878.5728507
B6,1.02,-5.3,1754684880.5744448
B9,1.01,0.5,1754684880.5746176
B10,0.99,0.2,1754684880.5746386
B17,0.98,-6.1,1754684880.5746515
B20,0.99,0.2,1754684880.574663
B21,1.02,-5.3,1754684880.5746737
B22,0.98,-6.1,1754684880.5746872
B6,1.02,-5.3,1754684882.5772376
B9,1.01,0.5,1754684882.5789282
B10,0.99,0.2,1754684882.5789828
B17,0.98,-6.1,1754684882.5789971
B20,0.99,0.2,1754684882.5790093
B21,1.02,-5.3,1754684882.5790205
B22,0.98,-6.1,1754684882.579031
B6,1.02,-5.3,1754684884.5811062
B9,1.01,0.5,1754684884.581481
B10,0.99,0.2,1754684884.5815184
B17,0.98,-6.1,1754684884.581534
B20,0.99,0.2,1754684884.5815458
B21,1.02,-5.3,1754684884.5815563
B22,0.98,-6.1,1754684884.5815668
B6,1.02,-5.3,1754684886.5825782
B9,1.01,0.5,1754684886.582754
B10,0.99,0.2,1754684886.5827754
B17,0.98,-6.1,1754684886.582788
B20,0.99,0.2,1754684886.5828
B21,1.02,-5.3,1754684886.5828106
B22,0.98,-6.1,1754684886.5828214
B6,1.02,-5.3,1754684888.5833712
B9,1.01,0.5,1754684888.583554
B10,0.99,0.2,1754684888.5835762
B17,0.98,-6.1,1754684888.5835905
B20,0.99,0.2,1754684888.5836022
B21,1.02,-5.3,1754684888.5836136
B22,0.98,-6.1,1754684888.5836241
B6,1.02,-5.3,1754684890.5886967
B9,1.01,0.5,1754684890.6079824
B10,0.99,0.2,1754684890.6080532
B17,0.98,-6.1,1754684890.6080692
B20,0.99,0.2,1754684890.6080818
B21,1.02,-5.3,1754684890.6080928
B22,0.98,-6.1,1754684890.6081035
B6,1.02,-5.3,1754684892.6136768
B9,1.01,0.5,1754684892.6138725
B10,0.99,0.2,1754684892.6138973
B17,0.98,-6.1,1754684892.6139123
B20,0.99,0.2,1754684892.613925
B21,1.02,-5.3,1754684892.6139367
B22,0.98,-6.1,1754684892.6139483
B6,1.02,-5.3,1754684894.6157537
B9,1.01,0.5,1754684894.6165097
B10,0.99,0.2,1754684894.6165478
B17,0.98,-6.1,1754684894.6165621
B20,0.99,0.2,1754684894.6167672
B21,1.02,-5.3,1754684894.6168222
B22,0.98,-6.1,1754684894.6168358
B6,1.02,-5.3,1754684896.6177785
B9,1.01,0.5,1754684896.6185238
B10,0.99,0.2,1754684896.6185606
B17,0.98,-6.1,1754684896.6185756
B20,0.99,0.2,1754684896.618588
B21,1.02,-5.3,1754684896.6185987
B22,0.98,-6.1,1754684896.6186092
B6,1.02,-5.3,1754684898.6432557
B9,1.01,0.5,1754684898.6455557
B10,0.99,0.2,1754684898.6456127
B17,0.98,-6.1,1754684898.6456292
B20,0.99,0.2,1754684898.645642
B21,1.02,-5.3,1754684898.6456532
B22,0.98,-6.1,1754684898.6456642
B6,1.02,-5.3,1754684900.6483948
B9,1.01,0.5,1754684900.648563
B10,0.99,0.2,1754684900.6485856
B17,0.98,-6.1,1754684900.6485987
B20,0.99,0.2,1754684900.6486104
B21,1.02,-5.3,1754684900.648621
B22,0.98,-6.1,1754684900.6486316
B6,1.02,-5.3,1754684902.650493
B9,1.01,0.5,1754684902.6527545
B10,0.99,0.2,1754684902.6528096
B17,0.98,-6.1,1754684902.6528256
B20,0.99,0.2,1754684902.6528375
B21,1.02,-5.3,1754684902.6587517
B22,0.98,-6.1,1754684902.6587896
B6,1.02,-5.3,1754684904.6597772
B9,1.01,0.5,1754684904.661137
B10,0.99,0.2,1754684904.6611843
B17,0.98,-6.1,1754684904.6611996
B20,0.99,0.2,1754684904.6612122
B21,1.02,-5.3,1754684904.6612232
B22,0.98,-6.1,1754684904.661234
B6,1.02,-5.3,1754684906.670609
B9,1.01,0.5,1754684906.6707838
B10,0.99,0.2,1754684906.6708057
B17,0.98,-6.1,1754684906.6708186
B20,0.99,0.2,1754684906.67083
B21,1.02,-5.3,1754684906.6708405
B22,0.98,-6.1,1754684906.6708508
B6,1.02,-5.3,1754684908.674518
B9,1.01,0.5,1754684908.6784096
B10,0.99,0.2,1754684908.6784809
B17,0.98,-6.1,1754684908.6784968
B20,0.99,0.2,1754684908.6785092
B21,1.02,-5.3,1754684908.6785202
B22,0.98,-6.1,1754684908.678531
B6,1.02,-5.3,1754684910.6818135
B9,1.01,0.5,1754684910.6829016
B10,0.99,0.2,1754684910.6829548
B17,0.98,-6.1,1754684910.6829708
B20,0.99,0.2,1754684910.6829832
B21,1.02,-5.3,1754684910.682994
B22,0.98,-6.1,1754684910.683005
B6,1.02,-5.3,1754684912.6873186
B9,1.01,0.5,1754684912.6874936
B10,0.99,0.2,1754684912.6887589
B17,0.98,-6.1,1754684912.6888056
B20,0.99,0.2,1754684912.6888201
B21,1.02,-5.3,1754684912.688832
B22,0.98,-6.1,1754684912.688843
B6,1.02,-5.3,1754684914.6942146
B9,1.01,0.5,1754684914.6949382
B10,0.99,0.2,1754684914.6949773
B17,0.98,-6.1,1754684914.6949914
B20,0.99,0.2,1754684914.6950057
B21,1.02,-5.3,1754684914.6950166
B22,0.98,-6.1,1754684914.6950274
B6,1.02,-5.3,1754684916.7086895
B9,1.01,0.5,1754684916.7111585
B10,0.99,0.2,1754684916.7112195
B17,0.98,-6.1,1754684916.711234
B20,0.99,0.2,1754684916.711246
B21,1.02,-5.3,1754684916.7112567
B22,0.98,-6.1,1754684916.7112672
B6,1.02,-5.3,1754684918.7117498
B9,1.01,0.5,1754684918.714193
B10,0.99,0.2,1754684918.7142808
B17,0.98,-6.1,1754684918.7142985
B20,0.99,0.2,1754684918.7143116
B21,1.02,-5.3,1754684918.7143233
B22,0.98,-6.1,1754684918.7143338
B6,1.02,-5.3,1754684920.7266216
B9,1.01,0.5,1754684920.7267458
B10,0.99,0.2,1754684920.7267554
B17,0.98,-6.1,1754684920.7267609
B20,0.99,0.2,1754684920.726766
B21,1.02,-5.3,1754684920.7267706
B22,0.98,-6.1,1754684920.7267754
B6,1.02,-5.3,1754684922.7280052
B9,1.01,0.5,1754684922.7283382
B10,0.99,0.2,1754684922.728374
B17,0.98,-6.1,1754684922.7283885
B20,0.99,0.2,1754684922.7284005
B21,1.02,-5.3,1754684922.7284114
B22,0.98,-6.1,1754684922.728422
B6,1.02,-5.3,1754684924.729816
B9,1.01,0.5,1754684924.7299924
B10,0.99,0.2,1754684924.7300138
B17,0.98,-6.1,1754684924.7300277
B20,0.99,0.2,1754684924.7300398
B21,1.02,-5.3,1754684924.7300506
B22,0.98,-6.1,1754684924.730061
B6,1.02,-5.3,1754684926.7354224
B9,1.01,0.5,1754684926.7387817
B10,0.99,0.2,1754684926.7388542
B17,0.98,-6.1,1754684926.7388706
B20,0.99,0.2,1754684926.7388842
B21,1.02,-5.3,1754684926.7388954
B22,0.98,-6.1,1754684926.7389064
B6,1.02,-5.3,1754684928.7431893
B9,1.01,0.5,1754684928.7510736
B10,0.99,0.2,1754684928.7511513
B17,0.98,-6.1,1754684928.7511673
B20,0.99,0.2,1754684928.75118
B21,1.02,-5.3,1754684928.7511914
B22,0.98,-6.1,1754684928.7512023
B6,1.02,-5.3,1754684930.7591991
B9,1.01,0.5,1754684930.7596571
B10,0.99,0.2,1754684930.7597024
B17,0.98,-6.1,1754684930.7597187
B20,0.99,0.2,1754684930.7597318
B21,1.02,-5.3,1754684930.759743
B22,0.98,-6.1,1754684930.7597544
B6,1.02,-5.3,1754684932.769558
B9,1.01,0.5,1754684932.7697096
B10,0.99,0.2,1754684932.7697308
B17,0.98,-6.1,1754684932.7697442
B20,0.99,0.2,1754684932.7697556
B21,1.02,-5.3,1754684932.769766
B22,0.98,-6.1,1754684932.7697763
B6,1.02,-5.3,1754684934.7709706
B9,1.01,0.5,1754684934.7717266
B10,0.99,0.2,1754684934.7717884
B17,0.98,-6.1,1754684934.7718031
B20,0.99,0.2,1754684934.7718155
B21,1.02,-5.3,1754684934.7718263
B22,0.98,-6.1,1754684934.771837
B6,1.02,-5.3,1754684936.8011668
B9,1.01,0.5,1754684936.8013465
B10,0.99,0.2,1754684936.801368
B17,0.98,-6.1,1754684936.8013813
B20,0.99,0.2,1754684936.8013928
B21,1.02,-5.3,1754684936.8014038
B22,0.98,-6.1,1754684936.8014138
B6,1.02,-5.3,1754684938.8120098
B9,1.01,0.5,1754684938.8124566
B10,0.99,0.2,1754684938.8124897
B17,0.98,-6.1,1754684938.812505
B20,0.99,0.2,1754684938.8130565
B21,1.02,-5.3,1754684938.8130732
B22,0.98,-6.1,1754684938.8130848
B6,1.02,-5.3,1754684940.8249032
B9,1.01,0.5,1754684940.8250768
B10,0.99,0.2,1754684940.8250983
B17,0.98,-6.1,1754684940.8251116
B20,0.99,0.2,1754684940.825123
B21,1.02,-5.3,1754684940.8251338
B22,0.98,-6.1,1754684940.8251448
B6,1.02,-5.3,1754684942.827184
B9,1.01,0.5,1754684942.8277173
B10,0.99,0.2,1754684942.8277628
B17,0.98,-6.1,1754684942.8277788
B20,0.99,0.2,1754684942.8277915
B21,1.02,-5.3,1754684942.8278022
B22,0.98,-6.1,1754684942.8278134
B6,1.02,-5.3,1754684944.8293016
B9,1.01,0.5,1754684944.829476
B10,0.99,0.2,1754684944.8294966
B17,0.98,-6.1,1754684944.8295102
B20,0.99,0.2,1754684944.829522
B21,1.02,-5.3,1754684944.8295321
B22,0.98,-6.1,1754684944.8295426
B6,1.02,-5.3,1754684946.8359017
B9,1.01,0.5,1754684946.8360803
B10,0.99,0.2,1754684946.8361027
B17,0.98,-6.1,1754684946.8361166
B20,0.99,0.2,1754684946.836128
B21,1.02,-5.3,1754684946.8361387
B22,0.98,-6.1,1754684946.8361495
B6,1.02,-5.3,1754684948.8402283
B9,1.01,0.5,1754684948.840616
B10,0.99,0.2,1754684948.8406572
B17,0.98,-6.1,1754684948.8406727
B20,0.99,0.2,1754684948.8406851
B21,1.02,-5.3,1754684948.8406966
B22,0.98,-6.1,1754684948.8407073
B6,1.02,-5.3,1754684950.8419197
B9,1.01,0.5,1754684950.8434772
B10,0.99,0.2,1754684950.8447614
B17,0.98,-6.1,1754684950.8453383
B20,0.99,0.2,1754684950.8453639
B21,1.02,-5.3,1754684950.845376
B22,0.98,-6.1,1754684950.8453872
B6,1.02,-5.3,1754684952.8495793
B9,1.01,0.5,1754684952.8497322
B10,0.99,0.2,1754684952.8497527
B17,0.98,-6.1,1754684952.849765
B20,0.99,0.2,1754684952.8497767
B21,1.02,-5.3,1754684952.8497872
B22,0.98,-6.1,1754684952.849798
B6,1.02,-5.3,1754684954.8504524
B9,1.01,0.5,1754684954.8568747
B10,0.99,0.2,1754684954.8695545
B17,0.98,-6.1,1754684954.869593
B20,0.99,0.2,1754684954.8696067
B21,1.02,-5.3,1754684954.869618
B22,0.98,-6.1,1754684954.869629
B6,1.02,-5.3,1754684956.8712156
B9,1.01,0.5,1754684956.871596
B10,0.99,0.2,1754684956.8716326
B17,0.98,-6.1,1754684956.8716471
B20,0.99,0.2,1754684956.8716593
B21,1.02,-5.3,1754684956.87167
B22,0.98,-6.1,1754684956.8716807
B6,1.02,-5.3,1754684958.8738422
B9,1.01,0.5,1754684958.875208
B10,0.99,0.2,1754684958.8752666
B17,0.98,-6.1,1754684958.8752832
B20,0.99,0.2,1754684958.8752956
B21,1.02,-5.3,1754684958.8753066
B22,0.98,-6.1,1754684958.875317
B6,1.02,-5.3,1754684960.8805459
B9,1.01,0.5,1754684960.8845246
B10,0.99,0.2,1754684960.8845916
B17,0.98,-6.1,1754684960.8846064
B20,0.99,0.2,1754684960.8846188
B21,1.02,-5.3,1754684960.8846297
B22,0.98,-6.1,1754684960.8846402
B6,1.02,-5.3,1754684962.88553
B9,1.01,0.5,1754684962.8857036
B10,0.99,0.2,1754684962.8857298
B17,0.98,-6.1,1754684962.885745
B20,0.99,0.2,1754684962.8857572
B21,1.02,-5.3,1754684962.8857684
B22,0.98,-6.1,1754684962.8857794
B6,1.02,-5.3,1754684964.88662
B9,1.01,0.5,1754684964.886745
B10,0.99,0.2,1754684964.8871574
B17,0.98,-6.1,1754684964.8871734
B20,0.99,0.2,1754684964.8871849
B21,1.02,-5.3,1754684964.8871953
B22,0.98,-6.1,1754684964.8872056
B6,1.02,-5.3,1754684966.9735315
B9,1.01,0.5,1754684966.973696
B10,0.99,0.2,1754684966.9737167
B17,0.98,-6.1,1754684966.9737308
B20,0.99,0.2,1754684966.9737425
B21,1.02,-5.3,1754684966.9737537
B22,0.98,-6.1,1754684966.9737642
B6,1.02,-5.3,1754684968.9776511
B9,1.01,0.5,1754684968.9777913
B10,0.99,0.2,1754684968.9778128
B17,0.98,-6.1,1754684968.9778259
B20,0.99,0.2,1754684968.977837
B21,1.02,-5.3,1754684968.9778476
B22,0.98,-6.1,1754684968.9778583
B6,1.02,-5.3,1754684970.979786
B9,1.01,0.5,1754684970.9799328
B10,0.99,0.2,1754684970.9799542
B17,0.98,-6.1,1754684970.979967
B20,0.99,0.2,1754684970.9799786
B21,1.02,-5.3,1754684970.9799902
B22,0.98,-6.1,1754684970.980001
B6,1.02,-5.3,1754684972.9818165
B9,1.01,0.5,1754684972.9819517
B10,0.99,0.2,1754684972.9819725
B17,0.98,-6.1,1754684972.981985
B20,0.99,0.2,1754684972.981996
B21,1.02,-5.3,1754684972.9820063
B22,0.98,-6.1,1754684972.982017
B6,1.02,-5.3,1754684974.9844363
B9,1.01,0.5,1754684974.9846008
B10,0.99,0.2,1754684974.9846234
B17,0.98,-6.1,1754684974.984637
B20,0.99,0.2,1754684974.9846485
B21,1.02,-5.3,1754684974.9846592
B22,0.98,-6.1,1754684974.9846704
B6,1.02,-5.3,1754684976.9871185
B9,1.01,0.5,1754684976.9872553
B10,0.99,0.2,1754684976.9872773
B17,0.98,-6.1,1754684976.9872909
B20,0.99,0.2,1754684976.9873025
B21,1.02,-5.3,1754684976.9873135
B22,0.98,-6.1,1754684976.9873242
B6,1.02,-5.3,1754684978.9907591
B9,1.01,0.5,1754684978.991467
B10,0.99,0.2,1754684978.9914947
B17,0.98,-6.1,1754684978.9915092
B20,0.99,0.2,1754684978.9915216
B21,1.02,-5.3,1754684978.9915326
B22,0.98,-6.1,1754684978.991543
B6,1.02,-5.3,1754684980.997952
B9,1.01,0.5,1754684980.9981148
B10,0.99,0.2,1754684980.9981394
B17,0.98,-6.1,1754684980.9981534
B20,0.99,0.2,1754684980.9981658
B21,1.02,-5.3,1754684980.9981768
B22,0.98,-6.1,1754684980.998187
B6,1.02,-5.3,1754684982.999321
B9,1.01,0.5,1754684983.0016222
B10,0.99,0.2,1754684983.0016792
B17,0.98,-6.1,1754684983.001696
B20,0.99,0.2,1754684983.0017092
B21,1.02,-5.3,1754684983.0017207
B22,0.98,-6.1,1754684983.0017323
B6,1.02,-5.3,1754684985.007529
B9,1.01,0.5,1754684985.007707
B10,0.99,0.2,1754684985.0077312
B17,0.98,-6.1,1754684985.0077457
B20,0.99,0.2,1754684985.0077581
B21,1.02,-5.3,1754684985.0077689
B22,0.98,-6.1,1754684985.0077798
B6,1.02,-5.3,1754684987.0101185
B9,1.01,0.5,1754684987.0102713
B10,0.99,0.2,1754684987.0102913
B17,0.98,-6.1,1754684987.0103045
B20,0.99,0.2,1754684987.0103161
B21,1.02,-5.3,1754684987.0103862
B22,0.98,-6.1,1754684987.0104148
B6,1.02,-5.3,1754684989.011371
B9,1.01,0.5,1754684989.0115232
B10,0.99,0.2,1754684989.0115452
B17,0.98,-6.1,1754684989.0115583
B20,0.99,0.2,1754684989.01157
B21,1.02,-5.3,1754684989.0115807
B22,0.98,-6.1,1754684989.0115914
B6,1.02,-5.3,1754684991.0140693
B9,1.01,0.5,1754684991.014168
B10,0.99,0.2,1754684991.0141895
B17,0.98,-6.1,1754684991.0142033
B20,0.99,0.2,1754684991.0142155
B21,1.02,-5.3,1754684991.0142267
B22,0.98,-6.1,1754684991.0142374
B6,1.02,-5.3,1754684993.0167837
B9,1.01,0.5,1754684993.0201313
B10,0.99,0.2,1754684993.0201964
B17,0.98,-6.1,1754684993.0202122
B20,0.99,0.2,1754684993.0202243
B21,1.02,-5.3,1754684993.0202353
B22,0.98,-6.1,1754684993.0202456
B6,1.02,-5.3,1754684995.0206661
B9,1.01,0.5,1754684995.0243492
B10,0.99,0.2,1754684995.0244083
B17,0.98,-6.1,1754684995.024425
B20,0.99,0.2,1754684995.0244384
B21,1.02,-5.3,1754684995.0244498
B22,0.98,-6.1,1754684995.0244615
B6,1.02,-5.3,1754684997.0262215
B9,1.01,0.5,1754684997.0264142
B10,0.99,0.2,1754684997.02644
B17,0.98,-6.1,1754684997.026454
B20,0.99,0.2,1754684997.0264661
B21,1.02,-5.3,1754684997.026477
B22,0.98,-6.1,1754684997.026488
B6,1.02,-5.3,1754684999.0277958
B9,1.01,0.5,1754684999.02935
B10,0.99,0.2,1754684999.029408
B17,0.98,-6.1,1754684999.029424
B20,0.99,0.2,1754684999.0294368
B21,1.02,-5.3,1754684999.0294492
B22,0.98,-6.1,1754684999.029461
B6,1.02,-5.3,1754685001.0303996
B9,1.01,0.5,1754685001.032059
B10,0.99,0.2,1754685001.032101
B17,0.98,-6.1,1754685001.0321155
B20,0.99,0.2,1754685001.032128
B21,1.02,-5.3,1754685001.0321388
B22,0.98,-6.1,1754685001.0321496
B6,1.02,-5.3,1754685003.033026
B9,1.01,0.5,1754685003.0334215
B10,0.99,0.2,1754685003.0334637
B17,0.98,-6.1,1754685003.03348
B20,0.99,0.2,1754685003.033493
B21,1.02,-5.3,1754685003.033504
B22,0.98,-6.1,1754685003.033515
B6,1.02,-5.3,1754685005.0440176
B9,1.01,0.5,1754685005.0444026
B10,0.99,0.2,1754685005.044446
B17,0.98,-6.1,1754685005.044462
B20,0.99,0.2,1754685005.0444744
B21,1.02,-5.3,1754685005.0444856
B22,0.98,-6.1,1754685005.044497
B6,1.02,-5.3,1754685007.0454526
B9,1.01,0.5,1754685007.0455372
B10,0.99,0.2,1754685007.0455477
B17,0.98,-6.1,1754685007.0455537
B20,0.99,0.2,1754685007.045559
B21,1.02,-5.3,1754685007.0455642
B22,0.98,-6.1,1754685007.0455687
B6,1.02,-5.3,1754685009.047306
B9,1.01,0.5,1754685009.047664
B10,0.99,0.2,1754685009.0477023
B17,0.98,-6.1,1754685009.0477173
B20,0.99,0.2,1754685009.0477293
B21,1.02,-5.3,1754685009.0477397
B22,0.98,-6.1,1754685009.0477502
B6,1.02,-5.3,1754685011.048684
B9,1.01,0.5,1754685011.048839
B10,0.99,0.2,1754685011.0488615
B17,0.98,-6.1,1754685011.0488758
B20,0.99,0.2,1754685011.0488877
B21,1.02,-5.3,1754685011.0488987
B22,0.98,-6.1,1754685011.04891
B6,1.02,-5.3,1754685013.0522432
B9,1.01,0.5,1754685013.052621
B10,0.99,0.2,1754685013.0526593
B17,0.98,-6.1,1754685013.052675
B20,0.99,0.2,1754685013.0526874
B21,1.02,-5.3,1754685013.0526981
B22,0.98,-6.1,1754685013.052709
B6,1.02,-5.3,1754685015.0540087
B9,1.01,0.5,1754685015.0544062
B10,0.99,0.2,1754685015.0544448
B17,0.98,-6.1,1754685015.0544608
B20,0.99,0.2,1754685015.0544722
B21,1.02,-5.3,1754685015.054483
B22,0.98,-6.1,1754685015.0544937
B6,1.02,-5.3,1754685017.0551925
B9,1.01,0.5,1754685017.055391
B10,0.99,0.2,1754685017.0554142
B17,0.98,-6.1,1754685017.0554285
B20,0.99,0.2,1754685017.055441
B21,1.02,-5.3,1754685017.055452
B22,0.98,-6.1,1754685017.0554628
B6,1.02,-5.3,1754685019.0570729
B9,1.01,0.5,1754685019.0572138
B10,0.99,0.2,1754685019.057223
B17,0.98,-6.1,1754685019.0572286
B20,0.99,0.2,1754685019.0572462
B21,1.02,-5.3,1754685019.0572507
B22,0.98,-6.1,1754685019.0572553
B6,1.02,-5.3,1754685021.0584974
B9,1.01,0.5,1754685021.0596585
B10,0.99,0.2,1754685021.0597136
B17,0.98,-6.1,1754685021.0597289
B20,0.99,0.2,1754685021.059741
B21,1.02,-5.3,1754685021.0597517
B22,0.98,-6.1,1754685021.059768
B6,1.02,-5.3,1754685023.0611734
B9,1.01,0.5,1754685023.061328
B10,0.99,0.2,1754685023.0613542
B17,0.98,-6.1,1754685023.0613616
B20,0.99,0.2,1754685023.0613673
B21,1.02,-5.3,1754685023.061372
B22,0.98,-6.1,1754685023.0613766
B6,1.02,-5.3,1754685025.0652876
B9,1.01,0.5,1754685025.0654466
B10,0.99,0.2,1754685025.065467
B17,0.98,-6.1,1754685025.06548
B20,0.99,0.2,1754685025.0654914
B21,1.02,-5.3,1754685025.0655017
B22,0.98,-6.1,1754685025.065512
B6,1.02,-5.3,1754685027.0688624
B9,1.01,0.5,1754685027.0689995
B10,0.99,0.2,1754685027.0738645
B17,0.98,-6.1,1754685027.0739207
B20,0.99,0.2,1754685027.073935
B21,1.02,-5.3,1754685027.0739467
B22,0.98,-6.1,1754685027.0739582
B6,1.02,-5.3,1754685029.0746322
B9,1.01,0.5,1754685029.0747805
B10,0.99,0.2,1754685029.0748024
B17,0.98,-6.1,1754685029.0748158
B20,0.99,0.2,1754685029.0748272
B21,1.02,-5.3,1754685029.0748377
B22,0.98,-6.1,1754685029.0748477
B6,1.02,-5.3,1754685031.0761364
B9,1.01,0.5,1754685031.0762806
B10,0.99,0.2,1754685031.076302
B17,0.98,-6.1,1754685031.076315
B20,0.99,0.2,1754685031.076326
B21,1.02,-5.3,1754685031.0763361
B22,0.98,-6.1,1754685031.0763469
B6,1.02,-5.3,1754685033.082225
B9,1.01,0.5,1754685033.0823789
B10,0.99,0.2,1754685033.0824003
B17,0.98,-6.1,1754685033.0824137
B20,0.99,0.2,1754685033.0824254
B21,1.02,-5.3,1754685033.0824358
B22,0.98,-6.1,1754685033.0824463
B6,1.02,-5.3,1754685035.0950677
B9,1.01,0.5,1754685035.0952308
B10,0.99,0.2,1754685035.0952544
B17,0.98,-6.1,1754685035.095269
B20,0.99,0.2,1754685035.0952806
B21,1.02,-5.3,1754685035.0952916
B22,0.98,-6.1,1754685035.095302
B6,1.02,-5.3,1754685037.0978198
B9,1.01,0.5,1754685037.0980637
B10,0.99,0.2,1754685037.0980892
B17,0.98,-6.1,1754685037.098103
B20,0.99,0.2,1754685037.0981145
B21,1.02,-5.3,1754685037.0981247
B22,0.98,-6.1,1754685037.0981355
B6,1.02,-5.3,1754685039.0990264
B9,1.01,0.5,1754685039.0991673
B10,0.99,0.2,1754685039.0991871
B17,0.98,-6.1,1754685039.0992002
B20,0.99,0.2,1754685039.0992115
B21,1.02,-5.3,1754685039.0992215
B22,0.98,-6.1,1754685039.0992315
B6,1.02,-5.3,1754685041.1089218
B9,1.01,0.5,1754685041.109107
B10,0.99,0.2,1754685041.1091297
B17,0.98,-6.1,1754685041.109143
B20,0.99,0.2,1754685041.1091545
B21,1.02,-5.3,1754685041.109165
B22,0.98,-6.1,1754685041.1091752
B6,1.02,-5.3,1754685043.1102629
B9,1.01,0.5,1754685043.1104157
B10,0.99,0.2,1754685043.1104372
B17,0.98,-6.1,1754685043.1104505
B20,0.99,0.2,1754685043.1104617
B21,1.02,-5.3,1754685043.1105673
B22,0.98,-6.1,1754685043.1105864
B6,1.02,-5.3,1754685045.1118217
B9,1.01,0.5,1754685045.1119745
B10,0.99,0.2,1754685045.1119971
B17,0.98,-6.1,1754685045.1120121
B20,0.99,0.2,1754685045.1120245
B21,1.02,-5.3,1754685045.1120355
B22,0.98,-6.1,1754685045.1122403
B6,1.02,-5.3,1754685047.1152756
B9,1.01,0.5,1754685047.115778
B10,0.99,0.2,1754685047.1158211
B17,0.98,-6.1,1754685047.1158373
B20,0.99,0.2,1754685047.1158502
B21,1.02,-5.3,1754685047.1158612
B22,0.98,-6.1,1754685047.115873
B6,1.02,-5.3,1754685049.1204386
B9,1.01,0.5,1754685049.1207721
B10,0.99,0.2,1754685049.1208205
B17,0.98,-6.1,1754685049.1208384
B20,0.99,0.2,1754685049.1208518
B21,1.02,-5.3,1754685049.1208634
B22,0.98,-6.1,1754685049.1208742
B6,1.02,-5.3,1754685051.1217692
B9,1.01,0.5,1754685051.1219246
B10,0.99,0.2,1754685051.1220176
B17,0.98,-6.1,1754685051.1220574
B20,0.99,0.2,1754685051.1220822
B21,1.02,-5.3,1754685051.122094
B22,0.98,-6.1,1754685051.1221044
B6,1.02,-5.3,1754685053.1433597
B9,1.01,0.5,1754685053.1436827
B10,0.99,0.2,1754685053.1437156
B17,0.98,-6.1,1754685053.1437316
B20,0.99,0.2,1754685053.1437442
B21,1.02,-5.3,1754685053.1437552
B22,0.98,-6.1,1754685053.143766
B6,1.02,-5.3,1754685055.1456249
B9,1.01,0.5,1754685055.1458197
B10,0.99,0.2,1754685055.1458411
B17,0.98,-6.1,1754685055.1458542
B20,0.99,0.2,1754685055.145866
B21,1.02,-5.3,1754685055.1458766
B22,0.98,-6.1,1754685055.1458871
B6,1.02,-5.3,1754685057.147191
B9,1.01,0.5,1754685057.1473713
B10,0.99,0.2,1754685057.1473958
B17,0.98,-6.1,1754685057.1474102
B20,0.99,0.2,1754685057.147423
B21,1.02,-5.3,1754685057.147435
B22,0.98,-6.1,1754685057.1474469
B6,1.02,-5.3,1754685059.148974
B9,1.01,0.5,1754685059.1491547
B10,0.99,0.2,1754685059.1491761
B17,0.98,-6.1,1754685059.1491895
B20,0.99,0.2,1754685059.1492007
B21,1.02,-5.3,1754685059.1492116
B22,0.98,-6.1,1754685059.1492221
B6,1.02,-5.3,1754685061.1498866
B9,1.01,0.5,1754685061.1500485
B10,0.99,0.2,1754685061.1500702
B17,0.98,-6.1,1754685061.1500843
B20,0.99,0.2,1754685061.1500964
B21,1.02,-5.3,1754685061.1501071
B22,0.98,-6.1,1754685061.1501176
B6,1.02,-5.3,1754685063.1529274
